nr_zmiany;nr_wiersza_csv;id_po_poprawie;kolumna;wartosc_przed;wartosc_po;regula
228;147;146;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
229;148;147;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
230;148;147;wspolczynnik;1.328;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
231;149;148;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
232;149;148;ilosc;308 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
233;149;148;wspolczynnik;0,916;0.916;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
234;150;149;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
235;150;149;wspolczynnik;1.189;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
236;151;150;imie;  Jan ;Jan;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
237;151;150;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
238;151;150;kwota;1849,86;1849.86;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
239;152;151;miasto;Warszawa ;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
240;153;152;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
241;153;152;wspolczynnik;0,969;0.969;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
242;154;153;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
243;155;154;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
244;155;154;wspolczynnik;1.014;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
245;156;155;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
246;156;155;kwota;3342,38;3342.38;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
247;157;156;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
248;157;156;wspolczynnik;1,173;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
249;158;157;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
250;158;157;wspolczynnik;1.419;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
251;160;159;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
252;161;160;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
253;161;160;kwota;1746,25;1746.25;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
254;161;160;wspolczynnik;0,327;0.327;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
255;162;161;miasto;KRAKÓW;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
256;162;161;kwota;3770.24 zł;3770.24;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
257;162;161;wspolczynnik;1.209;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
258;163;162;wspolczynnik;0.54;0.540;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
259;164;163;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
260;164;163;wspolczynnik;1.285;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
261;165;164;wspolczynnik;0,319;0.319;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
262;166;165;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
263;166;165;kwota;3627,16;3627.16;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
264;166;165;wspolczynnik;1.356;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
265;167;166;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
266;168;167;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
267;169;168;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
268;169;168;wspolczynnik;1,481;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
269;170;169;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
270;171;170;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
271;171;170;kwota;1833,01;1833.01;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
272;171;170;wspolczynnik;1.223;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
273;172;171;wspolczynnik;1.189;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
274;173;172;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
275;173;172;wspolczynnik;1,495;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
276;174;173;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
277;174;173;wspolczynnik;1.382;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
278;175;174;wspolczynnik;1.159;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
279;176;175;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
280;176;175;kwota;1278,27;1278.27;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
281;176;175;wspolczynnik;1.45;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
282;177;176;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
283;177;176;wspolczynnik;37%;0.370;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
284;178;177;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
285;178;177;wspolczynnik;1.209;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
286;179;178;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
287;179;178;wspolczynnik;1.322;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
288;180;179;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
289;181;180;kwota;1 157.94;1157.94;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
290;181;180;wspolczynnik;0,962;0.962;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
291;182;181;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
292;182;181;wspolczynnik;1.318;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
293;183;182;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
294;185;184;kwota;1781.26 zł;1781.26;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
295;185;184;wspolczynnik;0,249;0.249;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
296;186;185;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
297;186;185;ilosc;299 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
298;186;185;kwota;1512,76;1512.76;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
299;187;186;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
300;187;186;wspolczynnik;1.222;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
301;188;187;wspolczynnik;1.032;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
302;189;188;wspolczynnik;0,887;0.887;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
303;190;189;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
304;191;190;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
305;191;190;kwota;1195,97;1195.97;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
306;192;191;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
307;193;192;nazwisko;KWIATKOWSKI;Kwiatkowski;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
308;193;192;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
309;193;192;wspolczynnik;0,976;0.976;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
310;194;193;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
311;194;193;wspolczynnik;1.377;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
312;195;194;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
313;196;195;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
314;196;195;kwota;272,14;272.14;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
315;196;195;wspolczynnik;0.99;0.990;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
316;197;196;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
317;197;196;wspolczynnik;1,352;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
318;198;197;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
319;198;197;wspolczynnik;1.278;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
320;199;198;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
321;200;199;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
322;201;200;imie;  Jan ;Jan;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
323;201;200;miasto;;Brak danych;Brak miasta uzupełniono wartością 'Brak danych'.
324;201;200;kwota;1067,71;1067.71;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
325;201;200;wspolczynnik;0,972;0.972;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
326;202;201;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
327;203;202;wspolczynnik;1.07;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
328;204;203;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
329;205;204;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
330;205;204;wspolczynnik;0,445;0.445;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
331;206;205;kwota;4240,11;4240.11;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
332;206;205;wspolczynnik;1.237;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
333;207;206;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
334;207;206;wspolczynnik;1.209;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
335;208;207;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
336;208;207;kwota;1313.19 zł;1313.19;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
337;209;208;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
338;209;208;wspolczynnik;0,805;0.805;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
339;210;209;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
340;211;210;kwota;2834,83;2834.83;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
341;211;210;wspolczynnik;;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
342;212;211;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
343;213;212;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
344;213;212;wspolczynnik;1,215;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
345;214;213;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
346;215;214;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
347;216;215;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
348;216;215;kwota;1784,53;1784.53;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
349;216;215;wspolczynnik;1.234.5;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
350;217;216;miasto;KRAKÓW;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
351;217;216;wspolczynnik;0,621;0.621;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
352;218;217;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
353;219;218;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
354;220;219;imie;andrzej;Andrzej;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
355;220;219;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
356;220;219;wspolczynnik;1.183;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
357;221;220;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
358;221;220;ilosc;;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
359;221;220;kwota;4426,78;4426.78;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
360;221;220;wspolczynnik;0,433;0.433;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
361;222;221;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
362;223;222;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
363;223;222;ilosc;121 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
364;224;223;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
365;225;224;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
366;225;224;wspolczynnik;0,993;0.993;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
367;226;225;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
368;226;225;kwota;179,32;179.32;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
369;227;226;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
370;227;226;wspolczynnik;0.46;0.460;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
371;228;227;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
372;228;227;wspolczynnik;1.149;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
373;229;228;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
374;229;228;wspolczynnik;0,274;0.274;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
375;230;229;wspolczynnik;1.195;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
376;231;230;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
377;231;230;kwota;108,09 zł;108.09;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
378;231;230;wspolczynnik;1.302;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
379;232;231;wspolczynnik;1.371;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
380;233;232;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
